"Armenia","ARM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","85","85","86","98","86","88","82","91","93","94","94","94","91","90","87","88","89","93","94","95","95","95","93","94","94","94","92","92","91","-1",
"American Samoa","ASM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Antigua and Barbuda","ATG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","54","79","79","99","94","99","96","97","98","99","99","94","99","99","99","99","99","99","99","99","95","97","98","99","97","99","99","99","99","99","98","99","98","99","99","99","92","95","95","95","96","-1",
"Australia","AUS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","33","40","48","55","62","68","75","81","88","93","95","93","91","90","88","86","86","77","82","88","90","92","92","93","92","92","92","92","92","92","92","92","92","91","92","93","94","95","95","95","95","-1",
"Austria","AUT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","82","74","81","84","83","84","83","86","83","85","83","83","86","89","92","95","98","93","87","90","85","85","85","-1",
"Azerbaijan","AZE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58","66","69","74","74","70","73","75","76","77","76","77","77","75","78","79","81","81","81","87","89","93","94","96","97","95","95","94","79","-1",
"Burundi","BDI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","36","33","44","26","36","55","68","51","82","86","83","80","63","48","73","73","74","65","79","80","81","81","82","83","87","92","99","92","94","96","96","96","96","95","94","94","91","90","93","93","-1",
"Belgium","BEL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","95","95","95","95","95","95","95","95","80","94","93","92","95","97","96","94","95","87","79","87","95","95","95","95","95","97","98","98","99","98","98","98","99","99","99","99","98","98","98","98","97","-1",
"Benin","BEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17","17","25","30","48","74","69","73","75","81","67","66","66","70","74","78","76","75","73","72","70","74","82","75","79","76","75","80","77","74","74","76","76","76","76","72","-1",
"Burkina Faso","BFA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","19","23","34","44","66","53","39","39","36","34","37","39","15","15","45","62","69","79","79","82","86","89","93","92","91","91","90","88","91","91","91","91","91","91","91","-1",
"Bangladesh","BGD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","2","4","9","16","49","69","74","66","74","84","69","77","78","77","80","82","85","83","87","99","93","94","94","96","97","94","96","94","96","97","98","98","98","98","98","98","-1",
"Bulgaria","BGR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","98","99","99","99","99","99","99","99","99","99","99","99","98","98","93","96","95","94","95","96","93","94","93","96","95","96","95","95","95","94","94","95","95","95","88","91","92","92","92","93","91","-1",
"Bahrain","BHR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","72","75","79","83","86","90","92","95","96","96","94","99","94","94","96","95","96","98","98","97","97","99","98","97","98","98","98","97","97","98","99","99","99","99","98","98","99","97","99","99","98","-1",
"Bahamas, The","BHS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","36","55","69","65","69","86","85","85","85","86","86","92","92","91","91","87","85","86","89","82","99","99","94","92","93","93","95","95","93","96","99","98","98","97","96","95","94","94","90","89","83","-1",
"Bosnia and Herzegovina","BIH","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58","38","82","55","67","79","89","90","85","91","80","87","84","93","87","95","91","90","89","88","92","89","86","82","78","75","73","73","-1","-1",
"Belarus","BLR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","90","91","92","96","98","98","99","99","99","99","99","50","99","99","99","95","97","96","98","98","98","98","97","99","98","97","97","98","97","-1",
"Belize","BLZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","47","44","61","59","53","58","82","85","61","79","91","82","74","85","88","83","85","86","87","87","91","96","89","96","97","96","98","96","94","97","96","95","98","95","95","94","95","88","96","98","79","-1",
"Bermuda","BMU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Bolivia","BOL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","13","12","10","6","33","42","35","28","52","41","43","45","52","58","64","61","58","61","77","75","71","77","88","84","85","83","84","88","93","91","95","93","87","85","89","87","84","83","75","68","-1",
"Brazil","BRA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","37","47","56","60","68","66","58","58","58","56","66","78","71","75","74","81","77","79","93","94","98","98","99","99","99","99","99","99","99","99","99","99","95","97","93","96","89","89","87","70","77","-1",
"Barbados","BRB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","60","58","62","69","83","83","79","79","76","78","91","82","90","86","90","93","85","96","93","87","93","84","87","89","93","92","84","93","85","93","86","91","87","91","94","97","97","90","95","90","85","-1",
"Brunei Darussalam","BRN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","89","94","99","85","96","88","86","85","89","91","93","95","96","99","99","99","99","99","97","92","99","97","94","92","92","94","97","99","98","99","95","97","95","99","99","99","99","99","99","99","99","-1",
"Bhutan","BTN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","13","15","16","28","41","53","63","70","76","96","91","86","79","86","87","87","87","86","90","92","88","86","95","89","95","95","95","96","93","91","95","97","97","99","99","98","98","97","97","95","-1",
"Botswana","BWA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","71","75","82","82","83","84","86","88","88","92","92","93","94","94","94","95","96","96","98","97","97","97","97","96","96","96","96","96","96","96","95","95","95","95","95","95","95","95","95","95","95","-1",
"Central African Republic","CAF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","11","14","16","17","20","19","22","42","64","82","64","45","47","48","53","48","43","43","33","37","40","44","47","51","54","51","48","45","42","45","47","47","23","45","43","42","42","42","42","42","-1",
"Canada","CAN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","85","86","87","88","88","89","90","93","87","90","86","90","90","89","89","88","91","91","93","95","94","92","91","89","87","91","91","91","91","91","91","91","91","91","-1",
"Central Europe and the Baltics","CEB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Switzerland","CHE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","90","90","90","90","90","89","89","89","89","89","89","89","88","93","93","93","93","93","93","94","94","94","95","95","95","96","96","96","96","96","96","96","96","96","96","-1",
"Channel Islands","CHI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Chile","CHL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","93","99","99","89","99","99","90","93","96","95","95","94","90","90","94","94","91","90","90","95","91","97","97","96","93","91","94","96","95","94","92","94","90","91","95","96","95","93","95","96","93","-1",
"China","CHN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58","73","78","78","75","95","95","97","94","91","88","85","80","83","84","84","85","85","86","86","86","87","87","93","93","97","99","99","99","99","99","99","99","99","99","99","99","99","-1",
"Cote d'Ivoire","CIV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","19","25","30","31","31","42","54","39","49","50","50","52","55","58","58","58","65","66","64","61","67","76","77","76","74","81","78","61","82","75","73","79","87","83","86","84","80","-1",
"Cameroon","CMR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","15","25","27","33","39","44","50","56","48","42","37","37","38","46","46","48","56","59","62","63","66","73","73","80","81","82","84","80","84","82","85","89","83","78","75","74","67","67","69","-1",
"Congo, Dem. Rep.","COD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","17","16","27","37","32","38","41","38","35","16","23","29","26","23","18","18","18","25","40","30","38","41","54","60","62","70","65","72","60","74","75","68","68","63","57","57","57","57","57","-1",
"Congo, Rep.","COG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","42","42","47","50","53","54","71","72","72","79","79","74","67","60","55","50","37","23","26","29","33","31","41","50","67","62","73","72","79","78","74","82","85","85","90","80","71","69","75","79","73","-1",
"Colombia","COL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","20","26","42","61","61","48","58","74","78","88","84","78","88","85","85","85","84","73","74","79","80","81","92","89","93","93","93","92","92","88","85","91","91","90","91","91","92","92","94","88","-1",
"Comoros","COM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","31","51","71","71","43","82","94","52","38","70","58","75","60","48","75","73","70","70","89","80","76","68","69","75","81","83","74","83","86","87","87","91","91","91","91","91","87","-1",
"Cabo Verde","CPV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","23","31","39","54","92","88","99","88","87","88","89","89","88","88","87","88","89","90","90","91","92","93","95","96","98","99","99","99","90","94","93","95","93","96","96","98","96","93","-1",
"Costa Rica","CRI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","86","85","81","86","93","90","89","94","87","86","95","90","90","88","88","85","85","94","85","86","88","91","94","88","90","91","89","89","90","86","88","85","91","95","91","92","97","96","94","95","95","-1",
"Caribbean small states","CSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Cuba","CUB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","67","68","99","99","86","91","99","87","98","96","92","99","94","99","99","99","90","99","99","95","95","98","99","72","88","89","89","93","95","96","96","97","99","99","99","99","99","99","99","99","99","-1",
"Curacao","CUW","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Cayman Islands","CYM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Cyprus","CYP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","34","56","26","34","30","61","91","93","90","93","93","94","94","95","95","96","98","98","98","97","97","97","98","98","98","98","97","97","97","99","99","99","99","99","99","97","97","97","99","96","-1","-1",
"Czech Republic","CZE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","99","98","96","97","98","98","98","98","98","98","97","98","97","98","99","99","99","99","99","99","98","97","97","96","96","97","97","97","-1",
"Germany","DEU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","95","97","93","94","80","90","80","80","80","80","80","85","62","73","78","84","87","89","97","90","93","93","97","96","96","96","96","96","96","96","95","95","93","93","93","93","93","93","93","93","-1",
"Djibouti","DJI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","14","21","22","24","25","65","77","85","53","41","41","41","41","41","32","23","23","46","53","62","68","64","71","72","88","89","89","88","87","81","82","78","84","68","76","84","85","70","-1",
"Dominica","DMA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","63","97","99","93","84","91","93","95","96","92","92","98","99","99","99","99","99","92","99","99","99","99","98","99","99","98","95","96","96","99","98","98","97","96","97","98","99","91","94","99","97","-1",
"Denmark","DNK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","88","88","87","86","86","90","89","88","87","89","90","90","91","88","89","90","77","92","99","99","97","97","98","96","95","93","93","87","88","89","90","91","94","94","94","93","94","98","97","97","97","-1",
"Dominican Republic","DOM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","36","27","28","29","34","39","80","80","69","58","69","71","73","75","74","72","72","73","75","83","78","72","82","79","79","87","89","85","82","82","88","84","85","83","91","85","87","84","94","89","82","-1",
"Algeria","DZA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","69","73","79","85","87","89","89","88","88","87","88","88","89","85","83","86","89","86","87","86","88","95","95","93","95","95","95","95","95","95","95","91","91","91","91","-1","-1",
"East Asia & Pacific (excluding high income)","EAP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Early-demographic dividend","EAR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"East Asia & Pacific","EAS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Europe & Central Asia (excluding high income)","ECA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Europe & Central Asia","ECS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Ecuador","ECU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","26","35","31","48","41","44","51","54","55","68","59","87","85","84","83","82","81","85","79","87","89","88","87","88","92","96","96","96","94","91","88","87","87","83","78","83","85","85","85","70","-1",
"Egypt, Arab Rep.","EGY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","57","57","57","57","69","84","80","81","87","90","87","76","79","81","83","88","90","88","92","97","98","99","97","98","97","98","98","98","97","97","97","96","93","97","94","93","95","94","95","95","94","-1",
